net.profit...total.assets ,current.assets...short.term.liabilities ,EBIT...total.assets ,X.gross.profit...extraordinary.items...financial.expenses....total.assets ,gross.profit...short.term.liabilities,X.gross.profit...interest....total.assets ,X.gross.profit...depreciation....total.liabilities ,gross.profit...total.assets ,gross.profit..in.3.years....total.assets ,X.net.profit...depreciation....total.liabilities ,current.assets...total.liabilities ,class
0.18383,2.0801,0.22898,0.22899,0.49524,0.22898,0.53244,0.22898,0.22898,0.43478,2.0801,0
0.05342,0.97182,0.066591,0.070426,0.080522,0.066591,0.10435,0.066591,0.13134,0.088428,0.97182,0
0.047477,0.85537,0.047477,0.063856,0.082723,0.047477,0.26122,0.047477,0.26706,0.26122,0.85537,0
-0.16174,1.2427,-0.16174,-0.14677,-0.20724,-0.16174,-0.18353,-0.16174,-0.05796,-0.18353,1.1334,0
0.26832,1.5604,0.33358,0.36998,0.94454,0.33358,1.0065,0.33358,0.92703,0.82169,1.5604,0
0.04692,0.88704,0.04692,0.058531,0.069225,0.04692,0.080929,0.04692,0.11309,0.080929,0.70074,0
0.033517,1.4931,0.033517,0.033517,0.094103,0.033517,0.063643,0.033517,0.050792,0.063643,0.86314,0
0.3423,4.4798,0.42399,0.4273,2.2927,0.42399,2.358,0.42399,0.42399,1.9163,4.4798,0
0.12462,1.2447,0.12462,0.13417,0.34293,0.12462,0.43193,0.12462,0.25345,0.43193,0.74693,0
0.099625,1.6166,0.099625,0.099646,0.25458,0.099625,2.9983,0.099625,0.21442,2.9983,1.2188,0
0.15104,1.2045,0.15104,0.18005,0.1981,0.15104,0.21005,0.15104,0.33975,0.21005,1.1283,0
0.07649,1.2692,0.07649,0.083498,0.19464,0.07649,0.27009,0.07649,0.07649,0.27009,1.1473,0
0.31009,1.657,0.31009,0.32641,0.8398,0.31009,0.83358,0.31009,0.37989,0.83358,1.3332,0
0.045804,1.3196,0.067424,0.07915,0.1262,0.067424,0.17326,0.067424,0.10542,0.13622,1.2078,0
0.072191,1.5314,0.072191,0.1001,0.1316,0.072191,0.13877,0.072191,0.079863,0.13877,1.4795,0
0.042816,1.0234,0.054735,0.075431,0.082658,0.054735,0.10178,0.054735,0.082282,0.086945,0.84371,0
0.20197,2.5703,0.25872,0.25872,1.2649,0.25872,0.61762,0.25872,0.25872,0.49141,1.1692,0
0.087806,1.2939,0.10976,0.13004,0.28087,0.10976,0.18903,0.10976,0.10976,0.15898,0.69195,0
0.085909,0.80069,0.11846,0.13443,0.31255,0.11846,0.36995,0.11846,0.11846,0.2855,0.78731,0
-0.37995,0.82912,-0.367,-0.31019,-0.41411,-0.367,-0.29083,-0.367,-0.36133,-0.30249,0.66128,0
0.27514,16.592,0.34351,0.34761,7.9253,0.34351,5.4815,0.34351,0.5182,4.5309,9.9992,0
0.087284,4.0615,0.11072,0.11449,0.54947,0.11072,0.41348,0.11072,0.23736,0.3411,2.5275,0
0.091461,1.2588,0.091461,0.13246,0.23804,0.091461,0.40034,0.091461,0.22084,0.40034,0.8013,0
0.098654,0.95089,0.12169,0.14154,0.23325,0.12169,0.29705,0.12169,0.14995,0.25828,0.83491,0
0.26168,1.302,0.32735,0.33719,0.63771,0.32735,0.57927,0.32735,0.35354,0.47253,1.0864,0
0.039814,1.4494,0.061017,0.086623,0.10383,0.061017,0.22037,0.061017,0.061017,0.18911,1.2556,0
0.32707,0.81849,0.32707,0.34826,0.40245,0.32707,0.43335,0.32707,0.32707,0.43335,0.81849,0
0.063472,0.6869,0.063472,0.11441,0.0731,0.063472,0.10907,0.063472,0.33382,0.10907,0.6869,0
0.22111,8.7594,0.27566,0.27683,3.6467,0.27566,3.7667,0.27566,0.27566,3.1216,7.8307,0
-0.042545,0.54127,-0.042545,-0.038121,-0.039094,-0.042545,0.035749,-0.042545,-0.042545,0.035749,0.54127,0
0.2617,2.8442,0.32789,0.35852,1.1978,0.32789,0.53546,0.32789,0.32789,0.43072,1.232,0
0.097313,1.4125,0.12263,0.1381,0.26226,0.12263,0.34761,0.12263,0.22244,0.30184,1.194,0
0.026166,2.3214,0.03315,0.03315,0.30053,0.03315,0.13553,0.03315,0.03315,0.10698,1.0469,0
0.23589,1.4993,0.29152,0.30596,0.78145,0.29152,0.78809,0.29152,0.29152,0.66504,1.2371,0
0.10158,5.097,0.12008,0.12396,0.9044,0.12008,0.80433,0.12008,0.26791,0.69861,3.867,0
0.77411,2.0191,0.77411,0.78203,2.9175,0.77411,2.9354,0.77411,1.3656,2.9354,1.8193,0
0.12071,4.1727,0.15195,0.15825,1.1886,0.15195,1.0321,0.15195,0.34349,0.88514,2.5098,0
0.10549,1.4113,0.11185,0.11185,0.39571,0.11185,0.65616,0.11185,0.35321,0.6337,1.4081,0
0.058657,0.88728,0.081521,0.084378,0.34586,0.081521,0.13136,0.081521,0.21067,0.1026,0.26302,0
0.031626,0.79739,0.042355,0.042355,0.038707,0.042355,0.060934,0.042355,-0.34959,0.05113,0.79739,0
-0.001671,1.3578,0.002467,0.02206,0.004767,0.002467,0.16851,0.002467,0.002467,0.16147,1.1963,0
0.21318,0.66696,0.26471,0.26471,0.35189,0.26471,0.44138,0.26471,0.32733,0.37288,0.66696,0
0.031594,0.71422,0.031594,0.053509,0.096765,0.031594,0.083436,0.031594,0.031594,0.083436,0.287,0
0.095261,1.6312,0.12339,0.12339,0.36592,0.12339,0.36568,0.12339,0.33058,0.31225,1.0447,0
0.13595,1.2719,0.13595,0.15204,0.3489,0.13595,0.28688,0.13595,0.28293,0.28688,0.7371,0
0.17693,1.9252,0.21685,0.21709,0.95357,0.21685,0.99418,0.21685,0.44446,0.81865,1.9252,0
0.030782,4.5948,0.030782,0.048169,0.40935,0.030782,0.54128,0.030782,0.043887,0.54128,4.3059,0
0.003347,1.3561,0.00886,0.019366,0.060088,0.00886,0.20295,0.00886,0.00886,0.16803,1.2665,0
0.54383,7.1736,0.67273,0.68166,4.8286,0.67273,4.8304,0.67273,0.67273,3.9052,7.1736,0
0.076441,13.582,0.076441,0.078332,3.0515,0.076441,2.5857,0.076441,0.54362,2.5857,11.322,0
0.028335,1.0259,0.038074,0.045638,0.065117,0.038074,0.10803,0.038074,0.10153,0.09408,0.85935,0
0.027095,0.5835,0.033019,0.036402,0.15785,0.033019,0.33063,0.033019,0.082438,0.31161,0.39191,0
-0.035693,0.82682,-0.035693,-0.035693,-0.03203,-0.035693,-0.005388,-0.035693,-0.88369,-0.005388,0.81392,0
0.11207,1.0488,0.14429,0.15673,0.22918,0.14429,0.34357,0.14429,0.14429,0.29484,0.99849,0
0.25803,5.069,0.27793,0.27793,2.0588,0.27793,2.3666,0.27793,0.74837,2.2191,5.069,0
0.043971,0.81345,0.055272,0.089387,0.13695,0.055272,0.16979,0.055272,0.10218,0.15299,0.48788,0
0.021455,0.91128,0.021455,0.021455,0.10959,0.021455,0.040213,0.021455,0.10082,0.040213,0.2408,0
0.35594,2.3661,0.44078,0.46586,1.2686,0.44078,1.2852,0.44078,0.44078,1.0454,2.3246,0
-0.020746,1.4669,-0.017145,-0.017145,-0.031118,-0.017145,0.054688,-0.017145,0.068408,0.048286,1.4371,0
0.044137,2.0124,0.055831,0.055831,0.2753,0.055831,0.33201,0.055831,0.14211,0.29823,1.179,0
0.16689,4.4972,0.20728,0.20728,1.3891,0.20728,1.581,0.20728,0.46845,1.3103,4.4972,0
0.050331,1.0302,0.050331,0.050366,0.056987,0.050331,0.070205,0.050331,0.0311,0.070205,0.92926,0
0.052902,1.5899,0.068457,0.068457,0.15652,0.068457,0.25236,0.068457,0.21701,0.21746,1.5602,0
0.002502,1.2906,0.000921,0.006605,0.002189,0.000921,0.12369,0.000921,-0.062516,0.1268,1.0655,0
0.1264,1.4691,0.15707,0.16861,0.24507,0.15707,0.26936,0.15707,0.29435,0.22334,1.4128,0
0.026701,3.659,0.037512,0.037512,0.36408,0.037512,0.50148,0.037512,0.037512,0.45518,1.6143,0
0.32186,2.4805,0.40503,0.41367,2.3708,0.40503,2.1837,0.40503,0.68597,1.8453,1.7245,0
0.1029,1.8515,0.12706,0.13739,0.31771,0.12706,0.3083,0.12706,0.2147,0.25937,1.4992,0
0.064991,0.9069,0.084361,0.10944,0.21982,0.084361,0.1467,0.084361,0.084361,0.12083,0.46493,0
0.007894,5.1008,0.007894,0.01985,0.10681,0.007894,0.22196,0.007894,-0.049943,0.22196,1.8333,0
0.07147,0.91053,0.088997,0.10907,0.36896,0.088997,0.43077,0.088997,0.1346,0.39267,0.47742,0
0.055635,4.1613,0.063929,0.064883,0.43841,0.063929,0.9248,0.063929,0.073257,0.86969,4.0323,0
0.13115,1.6443,0.16358,0.16633,0.79136,0.16358,0.98976,0.16358,0.32127,0.86522,1.3055,0
0.063996,1.2778,0.0813,0.0813,0.19138,0.0813,0.21634,0.0813,0.089624,0.18741,0.90726,0
0.063342,0.96401,0.089237,0.089237,0.30817,0.089237,0.19925,0.089237,0.22761,0.15768,0.44814,0
0.028751,0.8834,0.028751,0.073843,0.053116,0.028751,1.8593,0.028751,0.10724,1.8593,0.88172,0
0.028251,0.87486,0.028251,0.031703,0.051247,0.028251,0.36695,0.028251,0.034997,0.36695,0.6992,0
0.13716,0.66362,0.13716,0.13716,0.49612,0.13716,0.17997,0.13716,-0.16399,0.17997,0.19857,0
0.096315,2.6567,0.12411,0.14878,0.45629,0.12411,0.18827,0.12411,0.27123,0.15542,0.85425,0
0.019277,3.4863,0.024123,0.024123,0.12791,0.024123,0.38615,0.024123,0.047547,0.36045,3.4863,0
0.22252,0.80386,0.22252,0.23055,0.37975,0.22252,0.4262,0.22252,0.35826,0.4262,0.79038,0
0.048608,1.0448,0.090015,0.13682,0.13523,0.090015,0.22463,0.090015,0.10331,0.16243,1.0448,0
0.22779,1.4017,0.28702,0.33585,0.51529,0.28702,0.5528,0.28702,0.36893,0.44642,1.4022,0
0.061591,1.1103,0.089305,0.11153,0.15207,0.089305,0.14877,0.089305,0.089305,0.11064,0.89716,0
0.00105,2.4852,0.001622,0.001622,0.007568,0.001622,0.197,0.001622,0.045683,0.19433,2.4852,0
0.054177,19.939,0.078149,0.078149,2.2376,0.078149,3.642,0.078149,0.1562,2.9556,19.939,0
0.14805,1.8149,0.18609,0.19041,0.86469,0.18609,0.88076,0.18609,0.44684,0.75714,1.2693,0
-0.046165,0.92569,-0.027911,-0.027911,-0.062852,-0.027911,0.017984,-0.027911,-0.10364,-0.003578,0.48556,0
-0.009092,1.5502,-0.002334,-0.002334,-0.003991,-0.002334,0.010812,-0.002334,-0.058812,0.002949,1.0553,0
0.17121,1.7088,0.21629,0.21998,0.40545,0.21629,0.47724,0.21629,0.21629,0.39274,1.7088,0
0.32091,1.9428,0.32091,0.32159,0.99441,0.32091,0.95469,0.32091,0.53415,0.95469,1.8571,0
0.34209,1.0737,0.42614,0.42614,0.8593,0.42614,0.883,0.42614,0.42614,0.72284,1.0147,0
0.13415,0.91261,0.1515,0.1515,0.31672,0.1515,0.41948,0.1515,-0.029001,0.38438,0.88302,0
0.056831,1.1764,0.058335,0.058335,0.11163,0.058335,0.11163,0.058335,0.1124,0.10875,1.1764,0
0.00615,0.65595,0.00615,0.00715,0.013903,0.00615,0.062271,0.00615,0.036295,0.062271,0.3365,0
-0.083214,0.20588,-0.095027,-0.095027,-0.10218,-0.095027,-0.052189,-0.095027,-0.2152,-0.039487,0.20588,0
0.005967,1.4416,0.05885,0.14569,0.11784,0.05885,0.26971,0.05885,0.05885,0.1667,1.4025,0
0.053575,1.2446,0.067491,0.077587,0.089555,0.067491,0.10219,0.067491,0.15138,0.083855,1.2361,0
0.040893,0.8422,0.051769,0.051769,0.24398,0.051769,0.2614,0.051769,0.16007,0.23327,0.46222,0
0.091586,2.0148,0.11063,0.12119,0.48094,0.11063,0.48637,0.11063,0.25408,0.43453,1.2615,0
0.14693,1.444,0.18121,0.20319,0.70231,0.18121,0.49517,0.18121,0.2915,0.42675,0.74367,0
0.2791,2.0195,0.35408,0.36453,0.92831,0.35408,1.0229,0.35408,0.35408,0.82946,1.9874,0
-0.036542,0.51913,-0.036542,-0.036542,-0.047076,-0.036542,0.019888,-0.036542,-0.10725,0.019888,0.39987,0
0.022002,0.7397,0.024914,0.024914,0.060898,0.024914,0.11444,0.024914,0.024914,0.11006,0.45557,0
0.26422,1.8071,0.26422,0.26422,0.83446,0.26422,0.81378,0.26422,0.73587,0.81378,1.4585,0
0.1178,1.2861,0.16008,0.19849,0.21478,0.16008,0.24743,0.16008,0.28745,0.19071,1.2861,0
0.001525,3.0803,0.004681,0.004681,0.022058,0.004681,0.13994,0.004681,0.038069,0.12507,3.0803,0
0.18631,1.2938,0.2583,0.2583,0.42589,0.2583,0.53266,0.2583,0.33298,0.41518,1.2807,0
0.25014,2.2982,0.30929,0.31036,0.92597,0.30929,0.9796,0.30929,0.30929,0.80252,2.2982,0
0.27478,1.0978,0.27478,0.3008,0.38689,0.27478,0.46556,0.27478,0.27478,0.46556,1.0843,0
0.10261,1.1569,0.10261,0.14324,0.24994,0.10261,0.18291,0.10261,0.19268,0.18291,0.55646,0
0.055231,0.97641,0.070885,0.070885,0.17431,0.070885,0.41088,0.070885,0.11468,0.37942,0.79778,0
0.036535,1.4633,0.054358,0.055092,0.092794,0.054358,0.11292,0.054358,0.17707,0.087107,1.2414,0
0,0.72355,0.013802,0.015228,0.034232,0.013802,0.025795,0.013802,0.013802,0.005645,0.4259,0
0.24828,1.6376,0.3131,0.3131,1.2425,0.3131,1.4891,0.3131,0.27004,1.2319,1.6376,0
0.46334,6.4774,0.46334,0.46334,5.1191,0.46334,5.7541,0.46334,0.88708,5.7541,6.4774,0
0.009746,1.1325,0.010785,0.010785,0.020944,0.010785,0.15715,0.010785,0.23392,0.15515,1.1231,0
0.10234,1.2796,0.14691,0.14691,0.36103,0.14691,0.46039,0.14691,0.2944,0.35405,1.2423,0
0.021313,3.3257,0.03117,0.042462,0.22935,0.03117,0.73428,0.03117,0.096438,0.67336,2.7936,0
0.21733,2.806,0.27583,0.324,0.94978,0.27583,0.47236,0.27583,0.22903,0.37871,1.3045,0
0.17173,1.0127,0.26877,0.26877,0.47582,0.26877,0.73629,0.26877,0.49889,0.56449,1.0127,0
-0.081175,0.64143,-0.086232,-0.086232,-0.12875,-0.086232,0.022131,-0.086232,0.00444,0.027675,0.47101,0
0.18653,0.7505,0.18653,0.20823,0.21906,0.18653,0.30207,0.18653,0.18653,0.30207,0.72114,0
0.20569,1.3003,0.25423,0.27226,0.8067,0.25423,0.90013,0.25423,0.43588,0.7461,1.3003,0
0.031154,1.2197,0.031154,0.035349,0.046366,0.031154,0.077598,0.031154,0.15387,0.077598,1.2021,0
0.17534,0.55562,0.17534,0.20409,0.44412,0.17534,0.53903,0.17534,0.29584,0.53903,0.40586,0
0.020165,0.8253,0.026202,0.055917,0.042961,0.026202,0.086104,0.026202,0.050971,0.078891,0.60146,0
0.000856,0.82062,0.006463,0.023969,0.009207,0.006463,0.10879,0.006463,0.010617,0.10226,0.67127,0
0.19161,3.8446,0.19488,0.19488,2.4486,0.19488,0.41841,0.19488,0.35384,0.41257,0.54701,0
-0.20781,0.89458,-0.20781,-0.15932,-0.29566,-0.20781,-0.25719,-0.20781,-0.20781,-0.25719,0.89458,0
0.15038,2.1335,0.18953,0.18953,0.54792,0.18953,0.65194,0.18953,0.18953,0.53875,2.1335,0
0.12403,0.83146,0.15556,0.15556,0.27851,0.15556,0.42881,0.15556,0.37492,0.37259,0.82812,0
0.1723,1.8733,0.21774,0.21774,0.55149,0.21774,0.61964,0.21774,0.52892,0.52589,1.5259,0
0.21861,2.1033,0.27866,0.29188,0.61142,0.27866,0.62713,0.27866,0.51372,0.49538,2.1033,0
0.19474,1.5701,0.24739,0.27493,0.57882,0.24739,0.63126,0.24739,0.24739,0.5099,1.5467,0
0.12659,1.034,0.15287,0.15287,0.35955,0.15287,0.4435,0.15287,0.55498,0.38169,1.034,0
0.1594,6.1651,0.19958,0.2153,1.7733,0.19958,2.1085,0.19958,0.46586,1.7593,6.0317,0
0.1594,6.1651,0.19958,0.2153,1.7733,0.19958,2.1085,0.19958,0.46586,1.7593,6.0317,0
0.06082,2.0374,0.093158,0.093158,0.35285,0.093158,0.25086,0.093158,0.20894,0.19617,0.90973,0
0.16329,10.343,0.21404,0.21404,3.1165,0.21404,3.885,0.21404,0.18531,3.1462,10.343,0
0.099553,1.6711,0.099553,0.10793,0.19092,0.099553,0.18626,0.099553,0.099553,0.18626,1.6303,0
-0.027375,1.3574,-0.022133,0.014035,-0.061475,-0.022133,0.050319,-0.022133,-0.068717,0.042994,0.68287,0
0.11661,8.93,0.11661,0.12264,1.6086,0.11661,3.4174,0.11661,0.21831,3.4174,7.9906,0
0.11699,3.4322,0.15215,0.15215,0.61498,0.15215,0.7152,0.15215,0.32896,0.57312,3.4322,0
-0.035086,0.41548,-0.035272,-0.035272,-0.051538,-0.035272,-0.021487,-0.035272,-0.056925,-0.021231,0.39008,0
0.014656,1.0667,0.018299,0.018299,0.037444,0.018299,0.15134,0.018299,0.12833,0.14388,1.0667,0
0.085873,1.9289,0.10855,0.10855,0.2975,0.10855,0.44707,0.10855,0.52575,0.38492,1.9289,0
-0.055121,1.1707,-0.055121,-0.026766,-0.20002,-0.055121,0.040032,-0.055121,-0.055121,0.040032,0.54944,0
0.015296,1.1318,0.015296,0.015296,0.023143,0.015296,0.093966,0.015296,0.03041,0.093966,1.1318,0
0.002813,7.8027,0.007652,0.020647,0.076206,0.007652,0.1463,0.007652,0.084071,0.11566,4.9616,0
-0.063375,6.9366,-0.063375,-0.063343,-1.0512,-0.063375,0.07678,-0.063375,-0.063375,0.07678,1.5004,0
0.090542,0.70169,0.11457,0.13568,0.22593,0.11457,0.25117,0.11457,0.22908,0.21436,0.54501,0
0.081324,1.2609,0.10018,0.10018,0.68763,0.10018,0.18698,0.10018,0.25385,0.1549,0.31255,0
0.000817,0.90657,-0.02686,-0.02686,-0.062648,-0.02686,0.037545,-0.02686,-0.11371,0.064877,0.38385,0
-0.029811,1.1876,-0.040064,-0.040064,-0.049293,-0.040064,-0.036392,-0.040064,-0.076673,-0.025425,1.0324,0
-0.002824,0.47607,-0.005755,-0.005755,-0.00785,-0.005755,0.11559,-0.005755,-0.32786,0.11956,0.47296,0
0.068068,1.5044,0.074678,0.074678,0.30695,0.074678,0.43538,0.074678,0.036703,0.41421,1.1721,0
0.14336,2.8113,0.18018,0.18018,0.97259,0.18018,1.3675,0.18018,0.56267,1.1764,2.7035,0
0.11586,1.4824,0.14241,0.14241,0.90467,0.14241,0.30724,0.14241,0.40132,0.25986,0.41635,0
0.017116,3.0774,0.017116,0.030458,0.21339,0.017116,0.11308,0.017116,0.017116,0.11308,0.62639,0
-0.003127,1.9344,-0.003127,0.017829,-0.012406,-0.003127,0.72368,-0.003127,0.021509,0.72368,0.69981,0
0.11656,2.7508,0.13767,0.13767,0.61465,0.13767,0.82102,0.13767,0.25792,0.72678,2.7508,0
0.035037,1.3225,0.035037,0.11464,0.075374,0.035037,0.10345,0.035037,0.035037,0.10345,0.87216,0
0.070713,1.366,0.070713,0.077337,0.15605,0.070713,0.49597,0.070713,0.12169,0.49597,0.8014,0
0,1.1764,0.047908,0.069906,0.06179,0.047908,0.28552,0.047908,0.075215,0.22507,1.1509,0
0.19547,1.0012,0.24393,0.24393,0.41887,0.24393,0.43425,0.24393,0.3907,0.35887,0.90704,0
0.19652,13.734,0.19652,0.19652,3.8492,0.19652,5.808,0.19652,0.49931,5.808,13.734,0
0.1112,2.4154,0.11196,0.11196,0.59189,0.11196,0.22553,0.11196,0.32176,0.22437,0.70218,0
-0.02879,2.4856,-0.02879,-0.02879,-0.21914,-0.02879,0.13952,-0.02879,-0.0522,0.13952,1.0286,0
0.064648,0.9231,0.079636,0.079636,0.13016,0.079636,0.23616,0.079636,0.079636,0.21636,0.74615,0
0.022129,0.82334,0.029462,0.029462,0.044676,0.029462,0.14462,0.029462,0.20214,0.1344,0.75614,0
0.27411,1.9429,0.34011,0.34864,1.916,0.34011,1.2558,0.34011,0.42367,1.0582,1.0322,0
0.000984,1.504,0.005537,0.028092,0.010018,0.005537,0.033444,0.005537,0.041791,0.026857,1.2025,0
0.15782,4.9357,0.2005,0.2005,1.272,0.2005,1.8152,0.2005,0.40441,1.5444,4.9357,0
0.075591,3.9477,0.075591,0.077613,0.41541,0.075591,0.58148,0.075591,0.075591,0.58148,3.3833,0
0.070768,1.9323,0.070916,0.076261,0.16624,0.070916,0.19496,0.070916,0.070916,0.19463,1.8253,0
0.010544,3.1523,0.017149,0.018771,0.17897,0.017149,0.60975,0.017149,0.032318,0.54082,3.1523,0
0.1389,4.0473,0.14789,0.21687,0.69464,0.14789,0.26872,0.14789,0.24716,0.25668,1.1552,0
0.10534,1.5376,0.13041,0.13041,0.42668,0.13041,0.37859,0.13041,0.37582,0.32946,0.92086,0
0.14182,2.4408,0.18027,0.1969,0.80508,0.18027,1.1283,0.18027,0.3023,0.95654,2.4408,0
0.054381,3.7331,0.054381,0.056896,0.25553,0.054381,0.25553,0.054381,0.1302,0.25553,3.7331,0
0.15314,3.8935,0.15314,0.25165,0.72113,0.15314,0.59121,0.15314,0.16918,0.59121,2.9155,0
0.015016,1.2664,0.018734,0.048521,0.033734,0.018734,0.081906,0.018734,0.02833,0.077217,0.88682,0
0.036526,0.80382,0.036526,0.097073,0.046425,0.036526,0.11193,0.036526,0.064901,0.11193,0.71864,0
0.01362,0.90808,0.01362,0.026045,0.025447,0.01362,0.16576,0.01362,-0.16045,0.16576,0.84981,0
0.088077,3.4416,0.088077,0.091748,0.40652,0.088077,0.28623,0.088077,0.15073,0.28623,2.3106,0
0.02578,0.71433,0.02578,0.02932,0.066333,0.02578,0.23164,0.02578,0.030832,0.23164,0.71427,0
0.12015,1.276,0.12015,0.12063,0.23058,0.12015,1.0765,0.12015,0.16244,1.0765,0.93293,0
0.60773,0.72788,0.7715,0.89566,0.73409,0.7715,0.55335,0.7715,0.85546,0.4375,0.54113,0
0.042587,1.9827,0.042587,0.067002,0.18057,0.042587,0.56477,0.042587,0.073309,0.56477,1.9827,0
0.10437,1.2122,0.10437,0.13514,0.25781,0.10437,0.3116,0.10437,0.20708,0.3116,0.97733,0
0.062339,2.4295,0.077928,0.077928,0.3441,0.077928,0.16105,0.077928,0.090751,0.1439,0.60534,0
0.36021,3.653,0.36021,0.36021,2.0402,0.36021,1.2786,0.36021,0.36021,1.2786,2.2135,0
0.36559,2.44,0.45286,0.45286,2.2075,0.45286,1.9807,0.45286,0.67827,1.6652,1.8098,0
0.16158,5.8363,0.19543,0.19543,2.5511,0.19543,3.111,0.19543,0.58494,2.6691,5.8363,0
0.12405,1.5746,0.157,0.19068,0.28268,0.157,0.31176,0.157,0.26701,0.2551,1.504,0
0.004581,1.0488,0.013566,0.013566,0.03068,0.013566,0.1769,0.013566,0.027072,0.15857,0.94594,0
0.001077,1.7475,0.004691,0.004691,0.020296,0.004691,0.30465,0.004691,0.023357,0.29082,1.5457,0
0.22391,1.0098,0.22391,0.26699,0.43314,0.22391,0.47647,0.22391,0.33471,0.47647,0.80004,0
0.058091,1.0659,0.074585,0.074585,0.15914,0.074585,0.29082,0.074585,0.18189,0.26213,0.86907,0
0.075269,12.781,0.10088,0.10088,2.741,0.10088,6.2887,0.10088,0.38818,5.6192,12.297,0
0.083698,1.8338,0.10479,0.10479,0.30539,0.10479,0.41204,0.10479,0.34373,0.35057,1.8338,0
0.16349,2.3823,0.20877,0.20877,0.8707,0.20877,1.0989,0.20877,0.75331,0.91009,2.3823,0
-0.065772,1.6022,-0.045354,-0.042951,-0.075484,-0.045354,-0.047474,-0.045354,0.061705,-0.07161,1.1379,0
0.020839,2.0692,0.052335,0.052335,0.11279,0.052335,0.13087,0.052335,0.13889,0.062995,2.0692,0
0.099299,1.8987,0.12592,0.15663,0.25412,0.12592,0.28556,0.12592,0.17984,0.23321,1.8503,0
0.091074,6.6211,0.11536,0.12928,1.0209,0.11536,1.2245,0.11536,0.33226,1.0222,6.2337,0
-0.044749,1.6789,-0.044749,-0.038903,-0.23275,-0.044749,0.18045,-0.044749,-0.096287,0.18045,0.39248,0
0.10265,1.0082,0.12707,0.13812,0.26902,0.12707,0.18403,0.12707,0.12707,0.15291,0.60683,0
0.11948,2.7539,0.15035,0.15035,0.93373,0.15035,1.602,0.15035,0.57409,1.4103,2.7539,0
0.055256,2.7159,0.073494,0.074746,0.23923,0.073494,0.32627,0.073494,0.11755,0.27409,2.3869,0
-0.008667,0.74001,-0.010557,-0.010557,-0.010401,-0.010557,-0.003987,-0.010557,-0.010557,-0.002125,0.74001,0
0.18646,1.4773,0.23766,0.23766,0.41303,0.23766,0.41914,0.23766,0.35074,0.33779,1.3505,0
0.068575,2.2321,0.083955,0.083955,0.20448,0.083955,0.28225,0.083955,0.18872,0.24589,2.1665,0
0.001193,1.9721,0.004613,0.004613,0.048322,0.004613,0.20066,0.004613,0.026625,0.1927,0.4386,0
0.20794,2.3612,0.20794,0.23088,1.0768,0.20794,4.3029,0.20794,0.52013,4.3029,1.7502,0
0.58867,11.182,0.58867,0.5946,10.134,0.58867,7.7764,0.58867,0.58867,7.7764,7.928,0
0.041955,1.6937,0.049783,0.088242,0.37929,0.049783,0.11256,0.049783,0.064084,0.10353,0.2566,0
-0.029541,3.0523,-0.018503,0.016605,-0.05826,-0.018503,0.14254,-0.018503,-0.018503,0.11998,1.9817,0
0.34101,2.62,0.34101,0.34192,1.07,0.34101,1.121,0.34101,0.72051,1.121,2.5209,0
-0.097801,1.0836,-0.097801,-0.086211,-0.2172,-0.097801,-0.21196,-0.097801,-0.065684,-0.21196,1.0836,0
0.12424,4.6546,0.15144,0.16721,1.2175,0.15144,1.3421,0.15144,0.35982,1.1322,4.4682,0
0.087215,5.4239,0.1111,0.1111,0.64298,0.1111,0.75826,0.1111,0.32665,0.62001,5.4239,0
0.21061,2.5567,0.21061,0.22263,0.8107,0.21061,0.47089,0.21061,0.21061,0.47089,1.4747,0
0.16893,3.1138,0.20751,0.20751,0.66081,0.20751,0.67602,0.20751,0.20751,0.55317,3.1138,0
0.15461,14.482,0.19815,0.22517,4.211,0.19815,3.2222,0.19815,0.40765,2.6022,9.7038,0
0.35621,3.3221,0.49273,0.49821,1.7846,0.49273,0.72917,0.49273,0.49273,0.52764,1.354,0
0.17523,1.093,0.21209,0.21209,0.27758,0.21209,0.38332,0.21209,0.21209,0.33509,1.093,0
0.16925,11.151,0.21008,0.21008,3.5024,0.21008,3.133,0.21008,0.40002,2.7844,5.7122,0
0.045764,1.1444,0.086322,0.086322,0.10348,0.086322,0.11574,0.086322,0.17354,0.067116,1.1444,0
0.61098,3.9394,0.75322,0.76516,2.9886,0.75322,3.0076,0.75322,0.75322,2.4432,3.9394,0
0.032829,5.3484,0.080008,0.084333,0.43905,0.080008,0.17077,0.080008,0.4337,0.098739,1.488,0
0.062534,2.7728,0.063748,0.080785,0.30576,0.063748,0.54779,0.063748,0.15233,0.54391,1.8483,0
-0.22281,1.4726,-0.22281,-0.21379,-0.67147,-0.22281,-0.53438,-0.22281,-0.22281,-0.53438,1.3746,0
0.050624,0.89798,0.058165,0.058283,0.054061,0.058165,0.065562,0.058165,0.058165,0.058592,0.89312,0
0.045157,1.2729,0.073368,0.073368,0.20725,0.073368,0.30879,0.073368,0.10339,0.25469,0.86412,0
0.17573,13.727,0.21359,0.21359,4.0822,0.21359,5.0337,0.21359,0.39241,4.3102,13.727,0
0.023563,2.2787,0.026419,0.026419,0.14047,0.026419,0.20401,0.026419,0.18231,0.19697,1.0557,0
0.098201,1.5694,0.12471,0.15073,0.56042,0.12471,0.54573,0.12471,0.23634,0.48169,0.84365,0
-0.00053,1.2023,0.005849,0.005849,0.009345,0.005849,0.060669,0.005849,0.013924,0.0512,1.117,0
